X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,health_amenity_type,changeset_version,emergency,changeset_timestamp,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type
-16.8134540773125,14.9430925672134,"4950807383",node,10,,doctors,,,,,"68404087",,,,272a75174b48423980752b6ee82442fd,,,,,,,"2",,2019/03/22 09:57:08,poste de santé Medine,,Jean-Marc Liotier,,,,,,
-16.5095518330456,16.0037569511579,"6630803886",node,58,,doctors,,Hydrobase,Ministère de la santé et de l'action sociale,water_works,"72455444",public,,"+221773516544",9be8e1f968d74b1187c378e38f35bb18,,"Mo sunrise-sunset; Tu sunrise-sunset; We sunrise-sunset; Th sunrise-sunset; Fr sunrise-sunset; Sa off; Su off; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de Santé du quartier Hydrobase,"2",mueschel,True,,,False,doctor,community
-17.4208302505943,14.7350390621163,"4075391724",node,13,,pharmacy,,,,,"71224078",,,,b94daadb4d884a328ed9b9a46d39efdf,,,,,,,"4",,2019/06/13 16:06:45,Pharmacie de la Cité,,mapman44,,,,,pharmacy,
-17.3572236754479,14.7715730958406,"5137766013",node,10,,pharmacy,,,,,"52479721",,,,e04ba2b63f804b8d96bbd862bf02a513,,,,,,,"1",,2017/09/29 16:18:48,Chamsoul Houda,,Lord Salomon,,,,,,
-15.8645436805428,14.8697560274061,"4579580396",node,10,,hospital,,,,,"51810820",,,,cd45824d7ec64e7aa68e7ce5613808bd,,,,,,,"2",,2017/09/07 12:35:46,Poste Santé Sourah,,augustind,,,,,,
-15.8868137267226,14.8594394971611,"5242429422",node,10,,hospital,,,,,"53995948",,,,3c046f0876ea454293e92e5c19246c87,,,,,,,"1",,2017/11/22 09:37:40,Cabinet Medical AFIA,,Adau50,,,,,,
-16.4891148252708,16.0273058243048,"6622412786",node,62,,pharmacy,,Corniche sor Saint Louis,Docteur Ismaila Dh\u00e8diou,water_works,"72582343","public;private","1","+221339614118",14e443090e8147849ddaf905b38ee242,,"Mo 08:00-22:00; Tu 08:00-22:00; We 08:00-22:00; Th 08:00-22:00; Fr 08:00-22:00; Sa 08:00-13:00; Su off; PH off",operational,healthsites.io,,laboratory,"3",False,2019/07/24 03:36:37,Pharmacie malang lyss,,HubMiner,True,,,True,"pharmacy;laboratory",private
-16.2699228605035,12.5806099909571,"2129954371",node,10,,doctors,,,,,"14800729",,,,a7853019d38940f695ec1896461754e8,,,,,,,"2",,2013/01/26 23:35:15,Dr Amadou Camara,,Ismaila SEYE,,,,,,
-16.9343149184663,14.7938216843482,"7052620866",node,17,,,,,Ministère de la santé,,"78330986",,,,5290c60e0136450ebbc359618dc4ae6d,,,,,,,"1",,2019/12/12 17:25:22,Laboratoire national de santé publique,,CRCulver,,,,,laboratory,public
,,"409415280",way,6,,hospital,,,,,"39977631",,,,78a9aa4c88a14b829dcc2b05b9479987,,,,,,,"2",,2016/06/12 19:07:58,,,Adam Keally,,,,,,
-17.3772343796272,14.7832979534568,"4835063426",node,6,,pharmacy,,,,,"48400389",,,,73582633210c45f0a40aa0b39f723789,,,,,,,"1",,2017/05/04 17:06:42,,,saliou_mbengue,,,,,,
,,"448509520",way,10,,hospital,,,,,"43010341",,,,80912ab4b30745de8bbab004f80cc7fe,,,,,,,"1",,2016/10/19 14:48:37,Centre medico-social de la fonction publique,,MLCissé,,,,,,
,,"191911728",way,13,,pharmacy,,,,,"70940288",,,,e69309ec5dfd4150af14eab7042ccab0,,,,,,,"2",,2019/06/04 23:07:30,Pharmacie Daouda Dia,,mapman44,,,,,pharmacy,
-17.451346161659,14.7409662411264,"4956886104",node,10,,doctors,,,,,"68404087",,,,59dd7d7bbf0a4cd8baeb14c1fe566bd0,,,,,,,"2",,2019/03/22 09:57:08,Poste de santé,,Jean-Marc Liotier,,,,,,
-16.9240708078647,14.7946771413861,"7072587256",node,17,,clinic,gynaecology,,,,"78694235",,,,fb627187adbe42bc9e7f63aa8eecfc27,,,,,,,"1",,2019/12/20 17:53:36,Clinique Foulo,,CRCulver,,,,,clinic,
-17.448757578502,14.723715530024,"4083068640",node,10,,pharmacy,,,,,"38121449",,,,dd928f66f0fa4023a901cd84b969d1dc,,,,,,,"1",,2016/03/28 14:13:03,PHARMACIE LE KALOUNAYE DIAMORALE,,Ray1998,,,,,,
-14.9196682481418,12.8844637878237,"4278560427",node,10,,hospital,,,,,"40443304",,,,47f53c0d45e54cfbab695a1a712012bb,,,,,,,"1",,2016/07/02 16:03:24,Hopital Regional de Kolda,,Kadiatou,,,,,,
,,"442758784",way,10,,hospital,,,,,"45081535",,,,f21419db2d664a33bc74c46622bd880c,,,,,,,"2",,2017/01/11 17:12:27,Hopital Médine,,Jean-Marc Liotier,,,,,,
,,"383513345",way,10,,hospital,,,,,"49004669",,,,4763659931914225965b394dc25a5289,,,,,,,"2",,2017/05/26 14:53:01,Hôpital Matlabou-al-Fawzayn,,Jean-Marc Liotier,,,,,,
-13.6772601473335,13.7724838489894,"6784956928",node,13,,pharmacy,,,,,"74303696",,,,555be046e66d43d48c4f50af43a9f9fc,,,,survey,,,"1",,2019/09/10 11:07:46,Alhamdoulillahi,,edvac,,,,,,
-17.4434558571067,14.6726543169954,"4931371022",node,10,,doctors,,,,,"68404087",,,,8fd40bc05b774ea88daaee753316d751,,,,,,,"2",,2019/03/22 09:57:08,Dispensaire Saint Martin,,Jean-Marc Liotier,,,,,,
,,"195235096",way,17,,hospital,,,,,"14208247",,,,321df91a5a6b4f35ab0fdbbe4a2315ff,,,,Bing,,,"1",no,2012/12/09 02:57:01,Poste de Sante of Medina Bafe,,Matt McLaughlin,,,,,,
-15.9018678762793,13.7616241714188,"6970486434",node,10,,clinic,,,,,"76987345",,,,5c2af12d2e8d44f4a0fe0e22bbc1c8d3,,,,,,,"1",,2019/11/13 01:16:53,INFIRMERIE PRIVEE,,VIT SÉNÉGAL,,,,,,
,,"423878527",way,10,,pharmacy,,,,,"39909443",,,,27ac71e21a9b45fb9ac2da4ee2228b71,,,,,,,"1",,2016/06/09 14:06:05,PHARMACIE ALLHOU AKBAR,,Maarame DIAW,,,,,,
,,"178992061",way,13,,pharmacy,,,,,"14305048",,,,939162e2e41249c3983c462d61bd6d8a,,,,,,,"3",,2012/12/17 11:48:36,Pharmacie Machallah,,Bolondin,,,,no,,
,,"195123585",way,13,,pharmacy,,,,,"62708649",,,,688f486e8ad348968a601495eb5e7fba,,,,Field survey,,,"2",,2018/09/18 19:46:34,Pharmacie Général SAYEGH,,loxdi,,,,,,
-16.3974370049392,15.9197305511382,"6630804888",node,62,,doctors,,Rao,Ministère de la santé,water_works,"72455444",no,,,9ab28a837d5242c28c96e5b7f8abddad,,24/7,operational,healthsites.io,,emergency_department,"2",True,2019/07/20 09:23:50,Maternité de Rao,"1",mueschel,True,"2",,False,birthing_center,public
-16.3575668061138,15.9882068443904,"6630803890",node,51,,doctors,,Ndiallakhar peulh,Ministère de la santé,well,"72455444",no,,,fbfb958a08674592a4aec25b52e37fef,,"Mo 09:00-18:00; Tu 09:00-18:00; We 09:00-18:00; Th 09:00-18:00; Fr 09:00-18:00; Sa 09:00-18:00; Su 09:00-18:00; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de santé de Ndiallakhar peulh,,mueschel,False,,,False,doctor,public
-16.5053366577587,16.0227812729718,"6630801588",node,62,,doctors,,Rue Bourmeister,Ministère de la Santé et de l'action sociale,water_works,"72455444",public,,"+221773553322",79cd3ce2f52d4644aacfd842979d087e,,"Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off; PH off",operational,healthsites.io,,ultrasound,"2",False,2019/07/20 09:23:50,Poste de Santé Sud,"3",mueschel,False,,,False,doctor,public
,,"617181972",way,10,,hospital,,,,,"61685526",,,,0d1b82b33e89433abc29673adf85efea,,,,,,,"1",,2018/08/15 13:27:37,,,Ndeye fatim,,,,,hospital,
-17.4179353088762,14.7394523855942,"6127920069",node,17,,pharmacy,,,,,"71224078",,,33 832 78 03,017dfb883dba41cc9455330d414c6d17,,,,survey,,,"3",,2019/06/13 16:06:45,,,mapman44,,,,,pharmacy,
-17.5097410370502,14.7388588630305,"3424698419",node,10,,pharmacy,,,,,"44332488",,,,c38ad398c45e4ee48c03dc9e1bb5fb88,,,,,,,"2",,2016/12/11 21:19:45,Pharmacie Arc-en-Ciel,,alice23,,,,,,
-17.451924429159,14.7223717433072,"4076056882",node,10,,pharmacy,,,,,"38031071",,,,cd5c9ef4bf004130a4fef04747ea4d8b,,,,,,,"1",,2016/03/23 23:56:06,PHARMACIE SALAM,,Ray1998,,,,,,
-17.3611142196249,14.777553751393,"5137766017",node,10,,clinic,,,,,"52479721",,,,5f45e3594c6e4f0dacc14d183c7fd1aa,,,,,,,"1",,2017/09/29 16:18:48,Mouhamadou Bamba SENE,,Lord Salomon,,,,,,
-15.7996005271164,16.2422203362447,"6605270842",node,10,,hospital,,,,,"72135924",,,,a0bfb0af1660420bb3be961b7d51d6a4,,,,,,,"1",,2019/07/11 13:24:57,Case de Santé Mbayang Seck,,Bousso Mamadou,,,,,,
-17.4615750171969,14.7414792974196,"4956827010",node,10,,pharmacy,,,,,"50109006",,,,0ebde760771647f1a39edf5884afe3cc,,,,,,,"1",,2017/07/07 13:31:22,Pharmacie El Hadji Haidra et Awa,,Jacques Cartier,,,,,,
,,"625101013",way,13,,hospital,,,,,"63015855",,,,f5973ce702904c47a8d96046c4b666d9,,,,field survey,,,"2",,2018/09/28 17:35:54,Centre médical Garnison Saint-Louis,,Lamine Ndiaye,,,,,,
,,"195370304",way,13,,pharmacy,,,,,"14214749",,,,d5c90cc5307d419f9147d75ae3026b5c,,,,,,,"1",,2012/12/09 16:11:42,Bio pharmacie,,cassismc,,,,yes,,
-16.3328160518708,15.8370540566247,"6630761188",node,55,,doctors,,Ndieye wade,Ministère de la santé et de l'action sociale,water_works,"72455444",unknown,,,e41adc177e4343cfb7160f77c8f6c26a,,"Mo-Fr 09:00-18:00; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de santé de Ndieye Wade,"1",mueschel,False,,,False,doctor,public
,,"423882658",way,10,,pharmacy,,,,,"39910149",,,,7bb349e9921b4b47818b4a389b8fc733,,,,,,,"1",,2016/06/09 14:43:26,Pharmacie DIAM ATHIE,,Ben-G,,,,,,
-17.3838654708659,14.760639489884,"4930524722",node,10,,pharmacy,,,,,"49742214",,,,ab20afa560b24c56837d65dd51528c96,,,,,,,"1",,2017/06/22 10:08:29,Pharmacie pikinoise,,cheikhou oumar,,,,,,
-17.3742822733295,14.7817963355033,"4859596142",node,10,,pharmacy,,,,,"50068077",,,,d3c29c7376dd474abc2745445422ff2e,,,,,,,"2",,2017/07/05 20:27:14,Mabeye Edmond,,SeverinGeo,,,,,,
-17.4337533012691,14.76282129928,"4242198717",node,10,,pharmacy,,,,,"40022924",,,,e22a33461e6a4cdfa5573c2d2df7736d,,,,,,,"2",,2016/06/14 18:00:14,Seydina Mouhammad,,mystere_dieye,,,,,,
-17.3905438360384,14.7526164998043,"4529331265",node,13,,clinic,,,,,"71224078",,,,fd65a9b261d24831b2e552d99c3737f6,,,,,,,"4",,2019/06/13 16:06:45,Poste de sante prive Ousmane Ba,,mapman44,,,,,clinic,
,,"454875155",way,17,,pharmacy,,,,,"71224660",,,,07b943c91a494ecebe997a08e27f6ef4,,,,,,,"2",,2019/06/13 16:24:13,pharmacie sant ma ciré,,mapman44,,,,yes,pharmacy,
-17.4281631585856,14.6704928756241,"2271246303",node,17,,pharmacy,,,,,"15768629",,,,f2049bebf3e6468e89856cb2480291f0,,,,survey,,,"1",,2013/04/18 01:28:08,Pharmacie Boisson,,osmapaw,,,,yes,,
-15.9771091197638,12.8352815460296,"7036645308",node,17,,hospital,,,Mairie,,"78162253",,,,dacd1f3cb6c54884a7e4e9a2169e7584,,,,survey,,,"2",,2019/12/09 16:36:20,Poste de santé,,jeanmariemancabou,,,,,,
,,"195234616",way,17,,hospital,,,,,"14208247",,,,4c582a82c1944eea88eafba62415b277,,,,Bing,,,"1",no,2012/12/09 02:41:28,Poste de Sante of Dindefello,,Matt McLaughlin,,,,,,
-17.3380697694109,14.7989368245789,"4889350200",node,10,,doctors,,,,,"68404386",,,,026732815b974729aeb43265e4b1bcde,,,,,,,"3",,2019/03/22 10:01:37,Centre de Santé Brigham & Younger,,Jean-Marc Liotier,,,,,,
-16.4901539298073,16.0200744211609,"2136210734",node,13,,hospital,,,,,"15875021",,,,9c0baa0c252d4106a0fcf7f0b51ba96b,,,,"bing;survey",,,"3",,2013/04/26 18:02:27,Croix Rouge,,MisterBass,,,,,,
-13.1316004300325,15.3695686621857,"6972706085",node,6,,pharmacy,,,,,"77010784",,,,06981542dd60470b9bc774e120d83e3a,,,,,,,"1",,2019/11/13 12:27:43,,,Walter Bastiolet,,,,,,
-17.4455746345909,14.6869967591537,"4783620622",node,13,,pharmacy,,,,,"71224527",,,,64bedb68db774a35948bea44a3693580,,,,,,,"2",,2019/06/13 16:20:37,Pharmacie du centenaire,,mapman44,,,,,pharmacy,
,,"350544501",way,13,,doctors,,,,,"71224527",,,,de9d2ffd1021418c8992e7256b51fae3,,,,,,,"3",,2019/06/13 16:20:37,Laboratoire d'analyse,,mapman44,,,,,doctor,
,,"454875140",way,10,,doctors,,,,,"68404087",,,,968f566d606a4708b6e20f7422c5faba,,,,,,,"2",,2019/03/22 09:57:17,Poste de santé de thiaroye gare,,Jean-Marc Liotier,,,,,,
-17.4842188124391,14.7307095576701,"5238216592",node,10,,doctors,,,,,"53928972",,,,1fb40e2ac588433b87bcd2f18ab75f37,,,,,,,"1",,2017/11/19 17:41:08,Terme Sud,,Aminata DIAGNE,,,,,,
,,"249012488",way,10,,hospital,,,,,"42755105",,,,6f4f9c75d063479c88817d5d16e17fc3,,,,,,,"3",,2016/10/09 14:19:02,Centre de Sante de Birkelane,,pyram,,,,,,
-17.457328409773,14.738833884959,"4956870878",node,10,,clinic,,,,,"50109741",,,,7a33235ca8374d62a5f796cd399a67db,,,,,,,"1",,2017/07/07 14:04:13,"Centre médical ""Américain""",,Jacques Cartier,,,,,,
-17.4336203642848,14.6665551413322,"6544325785",node,10,,doctors,,,,,"71208337",,,,a44a116242224aac9062b7c32c1188f3,,,,,,,"1",,2019/06/13 08:33:31,Cabinet Medical Dr Amadou Diaw,,Mina Nd,,,,,,
-16.3635252496227,16.0834974326278,"6630819185",node,58,,doctors,,Mbarigo,Ministère de la santé,powered_pump,"72455444",no,,,aa4f94ebd9c14ffd8d38f8f674e2aace,,24/7,operational,healthsites.io,,,"2",True,2019/07/20 09:23:50,Poste de santé Mbakhana,"3",mueschel,True,"7",,False,"doctor;pharmacy;birthing_center",public
-17.4490157411197,14.702886919733,"6908551000",node,10,,doctors,,,,,"76149197",,,,c7ec3d281fd0413394a7e9ba3260dd17,,,,,,,"4",,2019/10/24 11:37:04,Diam optique,,Makya Dramé,,,,,,
,,"202518637",way,13,,doctors,,,,,"14771672",,,,4ea5663f6ab54810b32fa103f3785b65,,,,"bing;survey",,,"3",,2013/01/24 17:23:23,Poste de Sante Santhiaba Ouest,,guene faye,,,,,,
-16.468104579138,15.9826040450331,"6630815085",node,55,,doctors,,Leybar Boye,Ministère de la santé et de l'action,water_works,"72455444",public,,"+221784704317",ff06bb0b278447b48631ae4aaf3f1a0e,,"Mo 09:00-18:30; Tu 09:00-18:30; We 09:00-18:30; Th 09:00-18:30; Fr 09:00-18:30; Sa off; Su off; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de Santé de Leybar Boye,,mueschel,False,,,False,doctor,public
-17.4625085097533,14.7051647857394,"3594972718",node,13,,pharmacy,,,,,"71224527",,,,eebc98816fe8498da9f5010835cd2180,,,,,,,"3",,2019/06/13 16:20:37,Pharmacie Nouvelle,,mapman44,,,,,pharmacy,
-17.3605107225964,14.7515226614402,"5169576847",node,13,,pharmacy,,,,,"71224611",,,,cb233436dd0a4623a719b71223583051,,,,,,,"2",,2019/06/13 16:23:01,Pharmacie saïkou Omar tall,,mapman44,,,,,pharmacy,
,,"205631169",way,13,,doctors,,,,,"68404087",,,,3ed633a22da24fde88d9fb2f8c7d9d9e,,,,"bing;survey",,,"2",,2019/03/22 09:57:14,Poste de Santé de RANDOULENE,,Jean-Marc Liotier,,,,,,
-17.4372597028237,14.6875796367004,"4079639361",node,13,,pharmacy,,,,,"71224527",,,,110907b5a53a44bda0d2bcbc51c51e11,,,,,,,"3",,2019/06/13 16:20:37,PHARMACIE T.A.BARRO,,mapman44,,,,,pharmacy,
-13.4617177470269,13.8908974258736,"2586917457",node,6,,pharmacy,,,,,"19533697",,,,3d2fda267c7044128cf6b6b52192f433,,,,,,,"1",,2013/12/19 16:21:39,,,Janis Putrams,,,,,,
-16.2788125393712,12.5732033222178,"2282324029",node,13,,doctors,,,,,"15875033",,,,dc8d49f5820740f2b3fe2c9d2b0dd208,,,,survey,,,"1",,2013/04/26 18:03:36,Dispensaire Municipal Collette Senghor,,osmapaw,,,,,,
,,"732590590",way,10,,clinic,,,,,"75410659",,,,b562e02ea9cf4887bb3beda1f7b6e910,,,,Esri,,,"1",,2019/10/08 11:28:13,,,TMHG,,,,,,
,,"265765524",way,6,,clinic,,,,,"21061904",,,,143f963bb7784d668e82a6c7b482aeb5,,,,,,,"1",,2014/03/12 11:23:33,,,pstng,,,,,,
,,"775780594",way,20,,pharmacy,,,Dr Dieng,,"81373630",,,,c47aac58aa964ae0b24db14ce1379a5b,,,,,,,"1",,2020/02/23 18:48:35,Pharmacie escale,,kamoussa,,,,yes,pharmacy,
-16.2235388332648,15.6120724598783,"4627843589",node,6,,doctors,,,,,"45422520",,,,65601d07f9ae47b3af80c6399ae125d1,,,,,,,"1",,2017/01/24 06:39:12,,,Bayegueye2004,,,,,,
,,"473622712",way,6,,clinic,,,,,"45953535",,,,5dc5313a7bf74394ba41040caa92a455,,,,,,,"1",,2017/02/09 17:58:43,,,sherifou,,,,,,
-17.4637151685342,14.6946849760206,"4076573501",node,10,,pharmacy,,,,,"40280037",,,,e569f27debf0465094000b15cffbb35b,,,,,,,"2",,2016/06/25 11:25:28,Pharmacie La Signara,,Domisailor,,,,,,
-16.6910782071602,14.7643068239795,"4575350705",node,6,,pharmacy,,,,,"44710486",,,,2b01f898d540430ba45b542e5b621fcc,,,,,,,"1",,2016/12/27 16:39:20,,,ول عباد,,,,,,
-16.0776252378967,14.1369984849511,"5267636441",node,10,,pharmacy,,,,,"54395451",,,,198a22af41f549f99494b3f3669e9885,,,,,,,"1",,2017/12/06 09:46:13,,,GEOT_Kaolack,,,,,pharmacy,
-16.9282941135977,14.7906441886742,"2156306956",node,13,,dentist,,,,,"78693457",,,,42b6adbe64134140ace5d92a0a5076f5,,,,"bing;survey",,,"2",,2019/12/20 17:28:28,Aminata,,CRCulver,,,,,,
-16.8812895740671,14.7030233771166,"1859359030",node,6,,hospital,,,,,"66573618",,,,99394de0034e41aa913e7102c91aabf6,,,,,,,"3",,2019/01/23 15:40:25,,,Mary  Langley,,,,,,
-17.359844109837,14.7754763805104,"5137766224",node,10,,clinic,,,,,"52479721",,,,eab4a27b7347461eafe9e8210b79d60a,,,,,,,"1",,2017/09/29 16:18:49,Maternité municipale de Yeumbeul Nord,,Lord Salomon,,,,,,
-16.4896762451454,15.9848371516766,"3217167261",node,10,,clinic,,,,,"57469910",,,,16047f9322794dd48fbfe13f4a167660,,,,,,,"2",,2018/03/23 21:04:46,case de santé Sor diagne,,francisc75,,,,,,
-17.4589480449232,14.7313531201957,"4076523027",node,10,,pharmacy,,,,,"38038422",,,,6f25f235becf47d1bf0fb29a464a5456,,,,,,,"1",,2016/03/24 10:47:14,PHARMACIE ADJI MAGUETTE,,Ray1998,,,,,,
-16.9406959775332,14.7819508977978,"7052620855",node,10,,pharmacy,,,,,"78330986",,,,dd142194fc6f4db1b47b991a8ea7e7af,,,,,,,"1",,2019/12/12 17:25:22,Pharmacie du Lycée,,CRCulver,,,,,,
,,"352248994",way,10,,clinic,,,,,"68354724",,,,bff71e7f8b434572b803bd8b77938499,,,,,,,"8",,2019/03/20 21:56:44,Centre de Santé Wakhinane,,Jean-Marc Liotier,,,,,,
-16.4741174211986,13.7863160847015,"4348018858",node,13,,hospital,,,,,"41420146",,,,8b47442a77e84dd2b51ecbd14d977978,,,,survey,,,"1",,2016/08/12 22:40:00,poste de sante toubacouta,,Xadu,,,,,,
-17.4388767395839,14.6651941717139,"6229220487",node,10,,doctors,,,,,"66565612",,,,75c0a8edf7ea47419b536742527162d0,,,,,,,"1",,2019/01/23 11:09:34,cabinet médical,,Mina Nd,,,,,,
-17.4635149248673,14.7247269742799,"4076515468",node,10,,pharmacy,,,,,"38038376",,,,d7f0a3c202484ef4aef22344084ad947,,,,,,,"1",,2016/03/24 10:44:54,PHARMACIE CHEIKHNA CHEIKH SAAD BOU,,Ray1998,,,,,,
,,"191634699",way,13,,hospital,,,,,"36787199",,,,0569f5cc42d54e6eb2471f27a0fb1308,,,,,,,"2",yes,2016/01/25 00:51:00,Hôpital Général de Grand Yoff,,Jean-Marc Liotier,,,,,,
-17.4548577599936,14.6894162793238,"5179085263",node,13,,pharmacy,,,,,"71224527",,,,f2f441492abc468fb56d095473daec1d,,,,,,,"3",,2019/06/13 16:20:37,Salomon Fass,,mapman44,,,,,pharmacy,
-17.4352079805649,14.664980265545,"554250997",node,10,,pharmacy,,,,,"3032612",,,,08d656c744c9453382e9330e02e0c7b3,,,,,,,"1",,2009/11/04 12:59:35,Pharmacy de la République,,nbsp,,,,,,
-17.4538503390512,14.7002488833472,"6574355616",node,20,,pharmacy,,,privée,,"75710766",,,,8a0f0ecd315e420d84aaff8bb130eed4,,24/7,,,,,"2",,2019/10/15 10:04:25,Pharmacie Mame Fatou Ba,,jeanmariemancabou,yes,,,,,
-17.307738260216,14.7466968645071,"6980521311",node,10,,clinic,,,,,"77139795",,,,34d6f86e3bdc4913aa870036d917cdbf,,,,,,,"1",,2019/11/15 17:18:33,YA SALAM,,YAIB,,,,,,
-16.838015819639,14.1584437518586,"5391056654",node,13,,pharmacy,,,,,"81373590",,,,622f523bf63d47bb975296985ad382f9,,,,,,,"2",,2020/02/23 18:46:06,Mama Nguedj,,salima1996,,,,,pharmacy,
-17.2843494814196,14.7134051185683,"4931399822",node,10,,pharmacy,,,,,"49754961",,,,ba93235ab58f4efb9566509650e9e2c6,,,,,,,"1",,2017/06/22 19:12:57,Pharmacie,,Papa Babacar Samba,,,,,,
-16.4425553647987,16.041003446652,"2679150693",node,13,,pharmacy,,,,,"42894476",,,,7b1327aae4b54388a7bde07952f09f18,,,,gps,,,"2",,2016/10/14 12:49:11,Pharmacie Amadou,,osm_saint-louis,,,,,,
-17.4338546384785,14.7598214999533,"4271991636",node,13,,pharmacy,,,,,"70940288",,,,122ee505f3fc4563a979a8bb16855d9f,,,,,,,"2",,2019/06/04 23:07:30,Pharmacie Seydou Nourou Tall,,mapman44,,,,,pharmacy,
-17.4651530002045,14.7576204959989,"5245714454",node,10,,clinic,,,,,"54049942",,,,3708d625627944efbd80236571bf05ef,,,,,,,"1",,2017/11/24 13:16:30,centre medical al Afia,,mariama mane,,,,,,
-17.4469780166392,14.7074380416991,"4076458085",node,13,,pharmacy,,,,,"71224527",,,,7f2aca839e8a44a78c3815e4e5323725,,,,,,,"2",,2019/06/13 16:20:37,PHARMACIE OUAGOU NIAYE,,mapman44,,,,,pharmacy,
-17.2510478448351,14.8105661284989,"5112976992",node,10,,doctors,,,,,"52281576",,,,907d1a9200cc4df1a6571388811faf5f,,,,,,,"2",,2017/09/22 16:02:00,Poste de santé de Niague,,Mory Touré,,,,,,
-16.2824137402507,12.5647853768607,"2281099648",node,17,,pharmacy,,,,,"15874418",,,,a71327b36f684c71889c696bae5064c1,,,,"bing;survey",,,"2",,2013/04/26 17:06:49,Pharmacie Néma,,osmapaw,,,,yes,,
,,"265765523",way,6,,clinic,,,,,"21061904",,,,dc8ca5c2734c4716bf30ae9b83a7fb50,,,,,,,"1",,2014/03/12 11:23:33,,,pstng,,,,,,
-17.4862791680582,14.7088159427618,"4549849157",node,6,,pharmacy,,,,,"44332488",,,,bbf315043803411cb0b2b13a3dc2ee6e,,,,,,,"1",,2016/12/11 21:19:45,,,alice23,,,,,,
-13.349115511251,13.3536490322263,"5486851421",node,10,,doctors,,,,,"68404386",,,,41751d36cd934f8e9696bff951e2ab1b,,,,,,,"2",,2019/03/22 10:01:38,Case de santé,,Jean-Marc Liotier,,,,,,
-17.4320349272995,14.754406371408,"4818848419",node,13,,pharmacy,,,,,"70940288",,,,103cc8d266d2461297d5e08691edf3cf,,,,,,,"2",,2019/06/04 23:07:30,Sérigné Babacar Sy,,mapman44,,,,,pharmacy,
-17.4620489300023,14.7026920404842,"4546834852",node,13,,doctors,,,,,"71224527",,,,ee2683d1912f44bb9d35f43191d70c8e,,,,,,,"2",,2019/06/13 16:20:37,Plateau Médical,,mapman44,,,,,doctor,
-16.3922098824822,15.8612077679046,"6630804286",node,51,,doctors,,Village de Touba Guéne,Ministère de la santé et de l'action sociale,water_works,"72455444",no,,,9ed8ed59e4384ee7af06f4a88ab3663a,,"Mo-Fr 09:00-18:00; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de Santé deTouba Guéne,,mueschel,False,,,False,doctor,public
-16.2626512242243,16.0245314981734,"6630761186",node,55,,doctors,,Takhmbeut,Ministère de la santé et de l'action sociale,water_works,"72455444",unknown,,,e115c734f52d445eb1bb536546f4739f,,"Mo-Fr 09:00-18:00; PH off",operational,healthsites.io,,,"2",False,2019/07/20 09:23:50,Case de santé Takhmbeut,"1",mueschel,False,,,False,doctor,public
-17.4491770089368,14.6796625938769,"6973813121",node,10,,pharmacy,,,,,"77020631",,,,8d9a852e417042a4baa32489f4588b26,,,,,,,"1",,2019/11/13 15:06:22,Blaise Diagne,,Tahirou_D95,,,,,,
,,"454875157",way,13,,dentist,,,,,"71224611",,,,19396ef39fba44fa878ff5bb7d17ba04,,,,,,,"3",,2019/06/13 16:23:01,cabinet dentaire Mandela,,mapman44,,,,,dentist,
-16.0793230762035,14.145785317867,"5442605222",node,13,,doctors,,,,,"71224965",,,,e75067025c9f4fc6853fc3d5e244bd5f,,,,,,,"4",,2019/06/13 16:31:50,Centre de santé Kasnack,,mapman44,,,,,doctor,
-17.4742442638436,14.6934406824945,"4076561888",node,10,,pharmacy,,,,,"38742060",,,,9f0c22d293684deeaaa72cea6c086642,,,,,,,"2",,2016/04/20 23:49:30,Pharmacie Néfertari,,SeverinGeo,,,,,,
-17.5147011120722,14.7491574560027,"4747525929",node,10,,pharmacy,,,,,"69573370",,,,6fb50fdebffb4281bf0772a2bf58bd99,,,,,,,"3",,2019/04/25 16:54:05,Pharmacie Seydina Mouhamed,,Jean-Marc Liotier,,,,,,
-17.4813000661161,14.7082616475049,"4111998989",node,10,,pharmacy,,,,,"38455087",,,,c960db41b931462ea2a48852929740ec,,,,,,,"1",,2016/04/10 16:30:38,Madina Tool Mounawara,,SeverinGeo,,,,,,
-17.4495940086197,14.7137573261397,"4076543517",node,13,,pharmacy,,,,,"71224527",,,,bb867eecaebf471281f977b6ee373d14,,,,,,,"4",,2019/06/13 16:20:37,Pharmacie Ben Tally,,mapman44,,,,,pharmacy,
-15.9025814276965,14.8022936929809,"4714947460",node,10,,pharmacy,,,,,"46546356",,,,2ce73d9a16304534a87bbb308d0bdc82,,,,,,,"1",,2017/03/03 11:17:42,pharmacie gawane,,momar35,,,,,,
